Codigo_Piloto,Aerolinea,Origen,Destino,Minutos_de_retraso,OnTime,Piloto
43571,1,FLL,TEG,40,,Arthur Maxwell
43572,6,TEG,HAJ,-20,,Carlos Miranda
43573,8,HAJ,MIA,0,,Denis Tercero
43574,5,MIA,FLL,-90,,David German
43575,3,FLL,SAP,40,,Charles Moll
43576,10,TEG,SAP,30,,Joe Hulson
43577,10,HAJ,SAP,0,,Miriam Willson
43578,5,HHN,HAJ,-10,,Marie Malful
43579,9,SAP,HHN,-30,,Jonh Pierson
43580,10,TEG,SAP,-50,,Peter Mariner
43581,2,HAJ,TEG,40,,Homer Williamns
43582,1,HHN,HAJ,0,,Jessica Bulnes
43558,8,SAP,HHN,-20,,Jorge Mej�a
43559,8,MIA,SAP,20,,David Colindres
43571,5,FLL,MIA,50,,Arthur Maxwell
43572,7,SAP,FLL,50,,Carlos Miranda
43573,1,MIA,SAP,-30,,Denis Tercero
43574,8,FLL,MIA,-50,,David German
43575,3,TEG,FLL,0,,Charles Moll
43576,5,HAJ,TEG,10,,Joe Hulson
43577,5,MIA,HAJ,10,,Miriam Willson
43578,9,FLL,MIA,40,,Marie Malful
43579,1,SAP,FLL,-40,,Jonh Pierson
43572,7,SAP,HAJ,50,,Carlos Miranda
43573,9,SAP,HHN,0,,Denis Tercero
43575,3,SAP,TEG,30,,Charles Moll
43576,10,SAP,HAJ,-10,,Joe Hulson
43577,5,SAP,MIA,-30,,Miriam Willson
43578,3,SAP,FLL,0,,Marie Malful
43579,2,HAJ,SAP,10,,Jonh Pierson
43558,10,HHN,SAP,30,,Jorge Mej�a
43571,10,TEG,HAJ,-20,,Arthur Maxwell
43572,3,HAJ,HHN,-30,,Carlos Miranda
43573,7,HHN,SAP,0,,Denis Tercero
43574,1,SAP,TEG,10,,David German
43575,7,MIA,HAJ,-60,,Charles Moll
43576,9,FLL,HHN,20,,Joe Hulson
43558,3,TEG,SAP,-40,,Jorge Mej�a
43559,3,HAJ,MIA,10,,David Colindres
43571,1,MIA,FLL,-20,,Arthur Maxwell
43572,5,FLL,TEG,40,,Carlos Miranda
43573,7,SAP,HAJ,50,,Denis Tercero
43574,1,SAP,MIA,-30,,David German
43575,9,SAP,FLL,10,,Charles Moll
43576,5,HAJ,SAP,30,,Joe Hulson
43577,6,HHN,SAP,-10,,Miriam Willson
43579,4,TEG,HAJ,-10,,Jonh Pierson
43558,3,HAJ,HHN,40,,Jorge Mej�a
43559,4,HHN,SAP,20,,David Colindres
43571,8,SAP,TEG,-20,,Arthur Maxwell
43572,6,MIA,HAJ,70,,Carlos Miranda
43573,7,FLL,HHN,0,,Denis Tercero
43577,2,TEG,SAP,10,,Miriam Willson
43578,7,HAJ,MIA,-60,,Marie Malful
43579,1,MIA,FLL,-30,,Jonh Pierson
43558,6,FLL,TEG,-60,,Jorge Mej�a
43559,3,SAP,HAJ,0,,David Colindres
43571,3,SAP,MIA,0,,Arthur Maxwell
43572,6,SAP,FLL,-70,,Carlos Miranda
43573,10,HAJ,SAP,80,,Denis Tercero
43574,1,HHN,SAP,30,,David German
43576,8,TEG,HAJ,-20,,Joe Hulson
43577,2,HAJ,HHN,20,,Miriam Willson
43578,6,HHN,SAP,10,,Marie Malful
43579,8,SAP,TEG,70,,Jonh Pierson
43558,9,MIA,HAJ,0,,Jorge Mej�a
43559,7,FLL,MIA,10,,David Colindres
43571,3,SAP,FLL,10,,Arthur Maxwell
43572,8,MIA,SAP,-10,,Carlos Miranda
43573,5,FLL,SAP,50,,Denis Tercero
43574,8,TEG,SAP,80,,David German
43576,7,MIA,HHN,-40,,Joe Hulson
43577,9,FLL,SAP,0,,Miriam Willson
43578,4,SAP,TEG,0,,Marie Malful
43579,7,SAP,HAJ,-70,,Jonh Pierson
43558,5,SAP,HHN,50,,Jorge Mej�a
43559,1,HAJ,SAP,-50,,David Colindres
43571,9,HHN,MIA,20,,Arthur Maxwell
43572,10,SAP,FLL,-30,,Carlos Miranda
43573,10,TEG,SAP,0,,Denis Tercero
43574,3,HAJ,MIA,-40,,David German
43575,10,HHN,FLL,30,,Charles Moll
43576,6,SAP,TEG,-50,,Joe Hulson
43577,10,MIA,HAJ,-20,,Miriam Willson
43578,3,FLL,MIA,-30,,Marie Malful
43579,1,SAP,FLL,-30,,Jonh Pierson
43558,2,MIA,SAP,0,,Jorge Mej�a
43559,8,FLL,SAP,0,,David Colindres
43571,3,TEG,SAP,20,,Arthur Maxwell
43573,10,MIA,HHN,-40,,Denis Tercero
43574,2,FLL,SAP,-60,,David German
43575,4,SAP,TEG,-20,,Charles Moll
43576,1,SAP,HAJ,0,,Joe Hulson
43577,5,SAP,HHN,0,,Miriam Willson
43578,1,HAJ,SAP,10,,Marie Malful
43579,9,HHN,MIA,20,,Jonh Pierson
43558,8,SAP,FLL,30,,Jorge Mej�a
43559,8,TEG,SAP,30,,David Colindres
43571,1,HAJ,MIA,-60,,Arthur Maxwell
43572,8,HHN,FLL,40,,Carlos Miranda
43573,8,SAP,TEG,0,,Denis Tercero
43574,8,MIA,HAJ,0,,David German
43575,10,FLL,MIA,-30,,Charles Moll
43576,5,SAP,FLL,-40,,Joe Hulson
43577,3,MIA,SAP,50,,Miriam Willson
43578,4,FLL,SAP,10,,Marie Malful
43579,4,TEG,SAP,-10,,Jonh Pierson
43578,8,MIA,HHN,20,,Marie Malful
43579,7,FLL,SAP,20,,Jonh Pierson
43558,10,SAP,TEG,50,,Jorge Mej�a
43559,1,SAP,HAJ,20,,David Colindres
43571,10,SAP,MIA,80,,Arthur Maxwell
43572,10,HAJ,FLL,-50,,Carlos Miranda
43573,3,HHN,SAP,-30,,Denis Tercero
43578,2,TEG,SAP,0,,Marie Malful
43571,9,MIA,TEG,10,,Arthur Maxwell
43572,9,FLL,HAJ,0,,Carlos Miranda
43573,1,SAP,HHN,60,,Denis Tercero
43577,7,MIA,SAP,-30,,Miriam Willson
43578,6,FLL,MIA,0,,Marie Malful
43579,9,TEG,FLL,0,,Jonh Pierson
43558,2,HAJ,SAP,0,,Jorge Mej�a
43572,5,SAP,TEG,30,,Carlos Miranda
43573,8,SAP,HAJ,-30,,Denis Tercero
43577,4,SAP,MIA,-40,,Miriam Willson
43578,3,HAJ,FLL,0,,Marie Malful
43579,8,HHN,SAP,-50,,Jonh Pierson
43559,1,TEG,SAP,20,,David Colindres
43577,3,MIA,TEG,-10,,Miriam Willson
43578,4,FLL,HAJ,0,,Marie Malful
43579,9,SAP,HHN,20,,Jonh Pierson
43558,8,MIA,SAP,20,,Jorge Mej�a
43559,4,FLL,MIA,10,,David Colindres
43571,4,SAP,FLL,-50,,Arthur Maxwell
43572,1,MIA,SAP,0,,Carlos Miranda
43573,7,FLL,MIA,50,,Denis Tercero
43577,10,TEG,FLL,-20,,Miriam Willson
43578,6,HAJ,TEG,0,,Marie Malful
43579,2,HHN,HAJ,30,,Jonh Pierson
43558,10,SAP,MIA,-10,,Jorge Mej�a
43559,2,MIA,FLL,-20,,David Colindres
43571,5,FLL,SAP,0,,Arthur Maxwell
43572,6,TEG,SAP,20,,Carlos Miranda
43573,6,HAJ,SAP,0,,Denis Tercero
43577,3,HHN,HAJ,10,,Miriam Willson
43578,9,FLL,HHN,-50,,Marie Malful
43579,10,TEG,SAP,40,,Jonh Pierson
43558,3,HAJ,TEG,50,,Jorge Mej�a
43559,8,HHN,HAJ,-70,,David Colindres
43571,8,SAP,MIA,0,,Arthur Maxwell
43572,10,MIA,FLL,-30,,Carlos Miranda
43573,6,FLL,SAP,30,,Denis Tercero
43578,10,MIA,SAP,60,,Marie Malful
43579,5,FLL,HAJ,30,,Jonh Pierson
43558,6,TEG,HHN,40,,Jorge Mej�a
43559,5,HAJ,SAP,-20,,David Colindres
43571,9,HHN,TEG,10,,Arthur Maxwell
43572,7,SAP,HAJ,-50,,Carlos Miranda
43573,3,HAJ,HHN,0,,Denis Tercero
43574,2,HHN,SAP,-30,,David German
43575,4,SAP,MIA,0,,Charles Moll
43576,9,MIA,FLL,-20,,Joe Hulson
43577,6,FLL,SAP,-30,,Miriam Willson
43578,10,TEG,MIA,70,,Marie Malful
43579,9,HAJ,FLL,30,,Jonh Pierson
43580,3,HHN,TEG,0,,Peter Mariner
43581,8,FLL,HAJ,20,,Homer Williamns
43582,7,TEG,MIA,-60,,Jessica Bulnes
43583,10,HAJ,FLL,-10,,Maria Guills
43584,2,HHN,SAP,50,,Juan P�rez
43577,3,MIA,SAP,10,,Miriam Willson
43578,5,FLL,HAJ,0,,Marie Malful
43579,2,SAP,HHN,-80,,Jonh Pierson
43580,5,MIA,SAP,20,,Peter Mariner
43581,10,FLL,TEG,20,,Homer Williamns
43576,4,TEG,HAJ,70,,Joe Hulson
43577,5,HAJ,HHN,30,,Miriam Willson
43578,9,MIA,SAP,40,,Marie Malful
43579,6,FLL,MIA,40,,Jonh Pierson
43580,3,TEG,FLL,-40,,Peter Mariner
43581,2,HAJ,SAP,10,,Homer Williamns
43576,6,HHN,MIA,-40,,Joe Hulson
43577,4,SAP,FLL,40,,Miriam Willson
43578,1,MIA,TEG,-90,,Marie Malful
43579,3,FLL,HAJ,10,,Jonh Pierson
43580,10,TEG,MIA,10,,Peter Mariner
43581,8,HAJ,FLL,90,,Homer Williamns
43576,5,HHN,SAP,-10,,Joe Hulson
43577,2,FLL,SAP,50,,Miriam Willson
43578,1,TEG,SAP,-10,,Marie Malful
43576,10,MIA,TEG,-70,,Joe Hulson
43577,3,FLL,HAJ,50,,Miriam Willson
43578,8,SAP,MIA,-40,,Marie Malful
43579,3,MIA,FLL,-70,,Jonh Pierson
43580,7,FLL,SAP,0,,Peter Mariner
43581,5,TEG,SAP,-50,,Homer Williamns
43576,5,HAJ,SAP,0,,Joe Hulson
43577,9,MIA,HAJ,-30,,Miriam Willson
43578,2,FLL,HHN,-50,,Marie Malful
43579,9,TEG,SAP,-10,,Jonh Pierson
43580,5,HAJ,TEG,10,,Peter Mariner
43581,3,HHN,HAJ,30,,Homer Williamns
43576,6,SAP,HHN,20,,Joe Hulson
43577,3,TEG,SAP,-60,,Miriam Willson
43578,9,HAJ,MIA,70,,Marie Malful
43579,4,HHN,FLL,-80,,Jonh Pierson
43577,1,SAP,TEG,-30,,Miriam Willson
43578,4,MIA,HAJ,30,,Marie Malful
43579,6,FLL,MIA,0,,Jonh Pierson
43580,7,TEG,FLL,10,,Peter Mariner
43581,6,HAJ,SAP,0,,Homer Williamns
43576,7,MIA,SAP,20,,Joe Hulson
43577,5,FLL,SAP,80,,Miriam Willson
43578,4,SAP,HAJ,-40,,Marie Malful
43579,5,SAP,HHN,-50,,Jonh Pierson
43581,1,SAP,TEG,20,,Homer Williamns
43579,3,SAP,HAJ,10,,Jonh Pierson
43580,5,SAP,HHN,-10,,Peter Mariner
43576,6,SAP,MIA,-40,,Joe Hulson
43577,10,SAP,FLL,-50,,Miriam Willson
43579,9,SAP,MIA,50,,Jonh Pierson
43580,7,HAJ,FLL,-40,,Peter Mariner
43581,5,HHN,TEG,-10,,Homer Williamns
43576,9,SAP,HAJ,-20,,Joe Hulson
43579,10,TEG,MIA,0,,Jonh Pierson
43580,3,HAJ,FLL,10,,Peter Mariner
43581,4,HHN,SAP,60,,Homer Williamns
43577,2,MIA,SAP,30,,Miriam Willson
43578,4,FLL,HAJ,-10,,Marie Malful
43579,1,SAP,HHN,-10,,Jonh Pierson
43580,7,MIA,SAP,-40,,Peter Mariner
43581,2,FLL,TEG,40,,Homer Williamns
43576,1,TEG,HAJ,30,,Joe Hulson
43579,9,HAJ,MIA,0,,Jonh Pierson
43580,4,MIA,FLL,-20,,Peter Mariner
43581,9,FLL,SAP,0,,Homer Williamns
43578,10,SAP,HAJ,-30,,Marie Malful
43579,10,HAJ,HHN,50,,Jonh Pierson
43580,4,HHN,SAP,80,,Peter Mariner
43581,10,SAP,TEG,-20,,Homer Williamns
43576,8,TEG,HAJ,20,,Joe Hulson
43579,4,HAJ,HHN,30,,Jonh Pierson
43580,6,HHN,SAP,-80,,Peter Mariner
43581,10,SAP,MIA,0,,Homer Williamns
43576,1,MIA,FLL,10,,Joe Hulson
43577,1,FLL,SAP,0,,Miriam Willson
43578,3,SAP,MIA,-60,,Marie Malful
43579,7,MIA,FLL,-60,,Jonh Pierson
43580,10,FLL,TEG,0,,Peter Mariner
43581,7,TEG,HAJ,20,,Homer Williamns
43576,10,HAJ,MIA,-10,,Joe Hulson
43579,2,MIA,FLL,-10,,Jonh Pierson
43580,6,FLL,SAP,30,,Peter Mariner
43577,1,SAP,HAJ,40,,Miriam Willson
43578,9,HAJ,HHN,-20,,Marie Malful
43579,7,HHN,SAP,40,,Jonh Pierson
43580,5,SAP,TEG,-20,,Peter Mariner
43581,2,TEG,HAJ,30,,Homer Williamns
43576,1,HAJ,HHN,20,,Joe Hulson
43579,5,HHN,SAP,-40,,Jonh Pierson
43580,9,SAP,MIA,30,,Peter Mariner
43581,5,MIA,FLL,-20,,Homer Williamns
43576,2,FLL,SAP,-20,,Joe Hulson
43577,9,SAP,MIA,-20,,Miriam Willson
43578,7,MIA,FLL,70,,Marie Malful
43579,3,FLL,TEG,-10,,Jonh Pierson
43580,6,TEG,HAJ,30,,Peter Mariner
43581,5,HAJ,MIA,-50,,Homer Williamns
43576,5,MIA,FLL,-50,,Joe Hulson
43579,2,FLL,SAP,20,,Jonh Pierson
43576,6,SAP,HAJ,-70,,Joe Hulson
43577,3,HAJ,HHN,10,,Miriam Willson
43578,9,HHN,SAP,0,,Marie Malful
43579,3,SAP,TEG,-10,,Jonh Pierson
43580,7,TEG,HAJ,50,,Peter Mariner
43581,9,HAJ,MIA,0,,Homer Williamns
43576,9,HHN,FLL,40,,Joe Hulson
43580,8,MIA,SAP,30,,Peter Mariner
43581,9,FLL,SAP,-20,,Homer Williamns
43576,1,SAP,HAJ,-10,,Joe Hulson
43577,4,MIA,HHN,-60,,Miriam Willson
43578,7,FLL,SAP,-40,,Marie Malful
43581,9,MIA,HHN,0,,Homer Williamns
43576,8,FLL,SAP,40,,Joe Hulson
43579,6,SAP,MIA,-40,,Jonh Pierson
43580,9,SAP,FLL,0,,Peter Mariner
43576,9,HAJ,MIA,0,,Joe Hulson
43577,3,HHN,FLL,-10,,Miriam Willson
43578,9,SAP,TEG,-20,,Marie Malful
43579,6,TEG,HAJ,-60,,Jonh Pierson
43580,10,HAJ,MIA,60,,Peter Mariner
43581,4,HHN,FLL,30,,Homer Williamns
43579,10,MIA,SAP,-10,,Jonh Pierson
43580,6,FLL,SAP,-30,,Peter Mariner
43581,8,SAP,HAJ,20,,Homer Williamns
43576,2,MIA,HHN,0,,Joe Hulson
43577,5,FLL,SAP,0,,Miriam Willson
43580,2,MIA,HHN,-40,,Peter Mariner
43581,6,FLL,SAP,0,,Homer Williamns
43576,7,SAP,MIA,-20,,Joe Hulson
43578,1,SAP,FLL,0,,Marie Malful
43580,9,HAJ,MIA,20,,Peter Mariner
43581,8,HHN,FLL,10,,Homer Williamns
43576,8,SAP,TEG,30,,Joe Hulson
43579,2,TEG,HAJ,20,,Jonh Pierson
43580,6,HAJ,MIA,-10,,Peter Mariner
43581,3,HHN,FLL,-50,,Homer Williamns
43579,6,MIA,SAP,-40,,Jonh Pierson
43580,5,FLL,SAP,-50,,Peter Mariner
43581,1,SAP,HAJ,-40,,Homer Williamns
43576,5,MIA,HHN,50,,Joe Hulson
43579,1,FLL,SAP,40,,Jonh Pierson
43579,10,SAP,FLL,80,,Jonh Pierson
43580,2,MIA,SAP,0,,Peter Mariner
43581,7,FLL,SAP,30,,Homer Williamns
43576,9,TEG,SAP,-10,,Joe Hulson
43578,3,MIA,TEG,-20,,Marie Malful
43579,2,FLL,HAJ,90,,Jonh Pierson
43580,5,TEG,HHN,-10,,Peter Mariner
43581,8,HAJ,SAP,-80,,Homer Williamns
43576,1,HHN,MIA,40,,Joe Hulson
43580,4,TEG,SAP,40,,Peter Mariner
43581,8,HAJ,MIA,-60,,Homer Williamns
43578,7,HHN,FLL,-80,,Marie Malful
43579,9,SAP,TEG,-30,,Jonh Pierson
43580,8,MIA,HAJ,60,,Peter Mariner
43581,1,FLL,MIA,10,,Homer Williamns
43576,9,SAP,FLL,-50,,Joe Hulson
43579,10,MIA,SAP,-10,,Jonh Pierson
43580,1,FLL,SAP,-50,,Peter Mariner
43581,1,TEG,SAP,-10,,Homer Williamns
43581,3,HAJ,TEG,40,,Homer Williamns
43576,1,HHN,HAJ,-30,,Joe Hulson
43579,3,SAP,HHN,0,,Jonh Pierson
43580,4,MIA,SAP,70,,Peter Mariner
43581,1,FLL,MIA,-10,,Homer Williamns
43578,1,TEG,FLL,0,,Marie Malful
43579,6,HAJ,SAP,-10,,Jonh Pierson
43580,1,HHN,MIA,-20,,Peter Mariner
43580,9,HHN,MIA,50,,Peter Mariner
43581,10,SAP,FLL,10,,Homer Williamns
43578,4,MIA,SAP,70,,Marie Malful
43579,5,FLL,SAP,-50,,Jonh Pierson
43581,5,MIA,HAJ,-50,,Homer Williamns
43576,8,FLL,HHN,-30,,Joe Hulson
43579,6,TEG,SAP,-50,,Jonh Pierson
43580,6,HAJ,TEG,-50,,Peter Mariner
43581,3,MIA,HAJ,0,,Homer Williamns
43578,3,FLL,MIA,-40,,Marie Malful
43579,8,TEG,FLL,0,,Jonh Pierson
43580,2,HAJ,SAP,30,,Peter Mariner
43581,1,HHN,SAP,10,,Homer Williamns
43579,3,MIA,HAJ,0,,Jonh Pierson
43580,1,FLL,HHN,10,,Peter Mariner
43581,5,TEG,SAP,10,,Homer Williamns
43578,9,HAJ,TEG,10,,Marie Malful
43579,6,HHN,HAJ,30,,Jonh Pierson
43580,3,FLL,HHN,20,,Peter Mariner
43581,5,TEG,SAP,0,,Homer Williamns
43576,1,HAJ,MIA,10,,Joe Hulson
43579,1,HHN,FLL,-10,,Jonh Pierson
43557,5,SAP,TEG,-50,,Jilles Vlank
43558,7,MIA,HAJ,30,,Jorge Mej�a
43559,1,FLL,MIA,20,,David Colindres
43560,7,TEG,FLL,-30,,Maximilian Call
43561,5,HAJ,SAP,-10,,Muilin Mills
43562,7,MIA,SAP,-10,,Gianni Falk
43563,3,FLL,SAP,10,,Hous Hih
43564,6,TEG,HAJ,10,,Cho Ming
43565,2,HAJ,HHN,-20,,Chao Ma
43566,6,HHN,SAP,50,,Jos� Perez
43567,6,SAP,TEG,20,,Davie Mixal
43568,5,TEG,HAJ,60,,Filg Gills
43556,9,HAJ,HHN,0,,John Max
43557,2,HHN,SAP,30,,Jilles Vlank
43558,3,SAP,MIA,50,,Jorge Mej�a
43559,7,MIA,FLL,-20,,David Colindres
43560,5,FLL,SAP,40,,Maximilian Call
43561,6,SAP,MIA,-70,,Muilin Mills
43562,7,MIA,FLL,60,,Gianni Falk
43563,3,FLL,TEG,-10,,Hous Hih
43564,10,TEG,HAJ,-20,,Cho Ming
43565,8,HAJ,MIA,70,,Chao Ma
43566,8,MIA,FLL,10,,Jos� Perez
43567,10,FLL,SAP,20,,Davie Mixal
43581,7,SAP,HAJ,20,,Homer Williamns
43576,7,SAP,HHN,50,,Joe Hulson
43580,9,SAP,TEG,10,,Peter Mariner
43581,8,SAP,HAJ,0,,Homer Williamns
43556,6,SAP,MIA,-10,,John Max
43557,7,SAP,FLL,-20,,Jilles Vlank
43560,10,HAJ,SAP,50,,Maximilian Call
43561,2,HHN,HAJ,-20,,Muilin Mills
43562,9,SAP,HHN,40,,Gianni Falk
43563,6,TEG,SAP,0,,Hous Hih
43564,1,HAJ,TEG,-20,,Cho Ming
43565,3,HHN,HAJ,-20,,Chao Ma
43566,4,SAP,HHN,-30,,Jos� Perez
43567,4,MIA,SAP,-30,,Davie Mixal
43568,4,FLL,MIA,20,,Filg Gills
43556,4,SAP,FLL,0,,John Max
43557,8,MIA,SAP,-50,,Jilles Vlank
43558,9,FLL,MIA,40,,Jorge Mej�a
43559,10,TEG,FLL,50,,David Colindres
43560,7,HAJ,TEG,-90,,Maximilian Call
43561,8,MIA,HAJ,-20,,Muilin Mills
43562,9,FLL,MIA,-50,,Gianni Falk
43580,3,SAP,FLL,90,,Peter Mariner
43579,7,HAJ,SAP,10,,Jonh Pierson
43580,6,HHN,HAJ,-20,,Peter Mariner
43581,2,SAP,HHN,0,,Homer Williamns
43556,7,TEG,SAP,30,,John Max
43557,7,HAJ,TEG,-20,,Jilles Vlank
43558,2,HHN,HAJ,-60,,Jorge Mej�a
43559,7,SAP,HHN,70,,David Colindres
43560,10,MIA,SAP,0,,Maximilian Call
43561,10,FLL,MIA,0,,Muilin Mills
43562,5,SAP,FLL,-30,,Gianni Falk
43563,6,MIA,SAP,0,,Hous Hih
43564,9,FLL,MIA,0,,Cho Ming
43565,4,TEG,FLL,-20,,Chao Ma
43566,8,HAJ,TEG,-80,,Jos� Perez
43567,4,MIA,HAJ,-60,,Davie Mixal
43568,1,FLL,MIA,-30,,Filg Gills
43556,5,SAP,FLL,-40,,John Max
43559,10,HAJ,SAP,50,,David Colindres
43560,1,HHN,HAJ,-50,,Maximilian Call
43561,9,SAP,HHN,10,,Muilin Mills
43562,6,TEG,SAP,20,,Gianni Falk
43580,8,HAJ,TEG,-40,,Peter Mariner
43581,10,HHN,HAJ,-20,,Homer Williamns
43576,4,SAP,MIA,60,,Joe Hulson
43579,10,MIA,FLL,50,,Jonh Pierson
43580,5,FLL,SAP,10,,Peter Mariner
43556,5,MIA,SAP,20,,John Max
43557,4,FLL,HAJ,-60,,Jilles Vlank
43558,1,TEG,HHN,0,,Jorge Mej�a
43559,6,HAJ,SAP,10,,David Colindres
43560,6,MIA,TEG,-10,,Maximilian Call
43561,3,FLL,HAJ,0,,Muilin Mills
43562,2,SAP,HHN,30,,Gianni Falk
43564,10,SAP,MIA,70,,Cho Ming
43565,5,HAJ,FLL,0,,Chao Ma
43566,1,HHN,SAP,-70,,Jos� Perez
43567,5,SAP,MIA,0,,Davie Mixal
43568,2,TEG,FLL,-10,,Filg Gills
43556,7,HAJ,TEG,70,,John Max
43557,7,HHN,HAJ,0,,Jilles Vlank
43558,1,SAP,MIA,-10,,Jorge Mej�a
43559,5,MIA,FLL,70,,David Colindres
43560,8,FLL,SAP,-60,,Maximilian Call
43562,9,MIA,SAP,50,,Gianni Falk
43580,3,FLL,HAJ,-20,,Peter Mariner
43581,1,TEG,HHN,20,,Homer Williamns
43576,1,HAJ,SAP,0,,Joe Hulson
43579,1,MIA,TEG,60,,Jonh Pierson
43580,5,FLL,HAJ,-10,,Peter Mariner
43581,7,SAP,HHN,50,,Homer Williamns
43557,5,SAP,MIA,20,,Jilles Vlank
43558,8,HAJ,FLL,-20,,Jorge Mej�a
43559,4,HHN,SAP,60,,David Colindres
43560,3,SAP,MIA,-10,,Maximilian Call
43561,6,TEG,FLL,80,,Muilin Mills
43562,7,HAJ,TEG,-10,,Gianni Falk
43563,4,HHN,HAJ,-70,,Hous Hih
43564,4,SAP,MIA,50,,Cho Ming
43565,5,MIA,FLL,40,,Chao Ma
43566,6,FLL,SAP,0,,Jos� Perez
43568,9,MIA,SAP,-60,,Filg Gills
43556,2,FLL,HAJ,-10,,John Max
43557,8,TEG,HHN,-20,,Jilles Vlank
43558,6,HAJ,SAP,-80,,Jorge Mej�a
43559,6,MIA,TEG,0,,David Colindres
43560,9,FLL,HAJ,10,,Maximilian Call
43561,1,SAP,MIA,-10,,Muilin Mills
43562,10,SAP,FLL,-40,,Gianni Falk
43581,4,HAJ,SAP,20,,Homer Williamns
43576,2,HHN,SAP,0,,Joe Hulson
43579,5,SAP,HAJ,10,,Jonh Pierson
43580,4,TEG,HHN,-40,,Peter Mariner
43581,2,HAJ,SAP,0,,Homer Williamns
43556,8,HHN,TEG,0,,John Max
43557,2,SAP,HAJ,30,,Jilles Vlank
43558,6,MIA,HHN,-40,,Jorge Mej�a
43559,9,FLL,SAP,50,,David Colindres
43560,6,SAP,MIA,-10,,Maximilian Call
43561,6,MIA,FLL,0,,Muilin Mills
43562,5,FLL,SAP,-50,,Gianni Falk
43563,7,TEG,MIA,-30,,Hous Hih
43564,6,HAJ,FLL,60,,Cho Ming
43565,10,MIA,TEG,-10,,Chao Ma
43566,7,SAP,HAJ,70,,Jos� Perez
43556,8,TEG,SAP,-10,,John Max
43557,3,HAJ,SAP,0,,Jilles Vlank
43558,3,HHN,SAP,10,,Jorge Mej�a
43559,8,SAP,HAJ,60,,David Colindres
43560,10,MIA,HHN,50,,Maximilian Call
43561,4,FLL,SAP,-30,,Muilin Mills
43576,9,FLL,SAP,10,,Joe Hulson
43579,5,TEG,MIA,-20,,Jonh Pierson
43580,9,HAJ,FLL,-20,,Peter Mariner
43581,4,HHN,SAP,-10,,Homer Williamns
43556,9,SAP,MIA,20,,John Max
43557,6,MIA,FLL,0,,Jilles Vlank
43558,3,FLL,TEG,-30,,Jorge Mej�a
43559,2,SAP,HAJ,-20,,David Colindres
43562,2,TEG,SAP,40,,Gianni Falk
43563,8,HAJ,SAP,0,,Hous Hih
43564,6,HHN,SAP,60,,Cho Ming
